,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,id,text
62345,490,24h,ONCE A DAY MY SISTER GET IT MARRIED FULL ENJOYMENT IN THE DAY OF HAPPY MOMENT FOR MARRAGE HALL WITH DANCE PARTY IN FRIENDS,ONCE A DAY MY SISTER GET IT MARRIED FULL ENJOYMENT IN THE DAY OF HAPPY MOMENT FOR MARRAGE HALL WITH DANCE PARTY IN FRIENDS,True,1,affection,affection,90116,dance day day enjoyed friend hall marrage married moment party sister
62346,490,24h,ONCE A DAY MY SISTER GET IT MARRIED FULL ENJOYMENT IN THE DAY OF HAPPY MOMENT FOR MARRAGE HALL WITH DANCE PARTY IN FRIENDS,ONCE A DAY MY SISTER GET IT MARRIED FULL ENJOYMENT IN THE DAY OF HAPPY MOMENT FOR MARRAGE HALL WITH DANCE PARTY IN FRIENDS,True,1,affection,affection,91112,dance day day enjoyed friend hall marrage married moment party sister
62347,490,24h,ONCE A DAY MY SISTER GET IT MARRIED FULL ENJOYMENT IN THE DAY OF HAPPY MOMENT FOR MARRAGE HALL WITH DANCE PARTY IN FRIENDS,ONCE A DAY MY SISTER GET IT MARRIED FULL ENJOYMENT IN THE DAY OF HAPPY MOMENT FOR MARRAGE HALL WITH DANCE PARTY IN FRIENDS,True,1,affection,affection,92103,dance day day enjoyed friend hall marrage married moment party sister
62349,490,24h,ENJOY WITH FAMILY,ENJOY WITH FAMILY,True,1,affection,affection,94641,enjoyed family
62350,490,24h,GOING TO TEMPLE WITH FAMILY,GOING TO TEMPLE WITH FAMILY,True,1,affection,affection,95637,family temple
62387,539,3m,ENJOY WITH FAMILY,ENJOY WITH FAMILY,True,1,affection,affection,47869,enjoyed family
62395,539,3m,my love success so i am very happy,my love success so i am very happy,True,1,affection,affection,60711,love successfully
62396,539,3m,my love success so i am very happy,my love success so i am very happy,True,1,affection,affection,61705,love successfully
62397,539,3m,my love success so i am very happy,my love success so i am very happy,True,1,affection,affection,62699,love successfully
62398,539,3m,enjoy with friends,enjoy with friends,True,1,bonding,bonding,63720,enjoyed friend
62399,539,3m,enjoy with family,enjoy with family,True,1,affection,affection,64713,enjoyed family
62415,539,24h,JOLLY TO FRIENDS GOING TO TEMPLE,JOLLY TO FRIENDS GOING TO TEMPLE,True,1,bonding,bonding,92090,friend jolly temple
62418,1662,24h,I am very happy at every movement in my family. i was born in 1993.my family is also wonderful and happy.my family is a best hard worker.,I am very happy at every movement in my family. i was born in 1993.my family is also wonderful and happy.my family is a best hard worker.,True,2,affection,affection,19138,born family family family happymy hard movement wonderful worker
62419,1662,24h,I am very happy at every movement in my family. i was born in 1993.my family is also wonderful and happy.my family is a best hard worker.,I am very happy at every movement in my family. i was born in 1993.my family is also wonderful and happy.my family is a best hard worker.,True,2,affection,affection,19935,born family family family happymy hard movement wonderful worker
62420,1662,24h,I am very happy at every movement in my family. i was born in 1993.my family is also wonderful and happy.my family is a best hard worker.,I am very happy at every movement in my family. i was born in 1993.my family is also wonderful and happy.my family is a best hard worker.,True,2,affection,affection,20731,born family family family happymy hard movement wonderful worker
62427,1662,3m,I am amutha. my family is very intelligent and good work always.,I am amutha. my family is very intelligent and good work always.,True,2,affection,affection,31670,amutha family intelligent
62477,2536,24h,the long time ago i was meet my best friend. i was so happy that moment,the long time ago i was meet my best friend. i was so happy that moment,True,2,bonding,bonding,20736,friend meet moment time
62488,2374,3m,swimming with the whole family diving and playing with ball is a happiest moment.,swimming with the whole family diving and playing with ball is a happiest moment.,True,1,affection,affection,51157,ball diving family moment played swimming
62494,739,24h,"After reaching my office, i started my regular official works. Suddenly my colleague says to me, our boss called you go and meet her. I met her and she says you are promoted as assistant manager. I feel very happy in that moment.","After reaching my office, i started my regular official works. Suddenly my colleague says to me, our boss called you go and meet her. I met her and she says you are promoted as assistant manager. I feel very happy in that moment.",True,4,achievement,achievement,20740,assistant boss called colleagues feel managed meet met moment office official promotion reached regular started suddenly
62513,739,3m,Last month i got increment in my office. i was so happy. That amount was very useful in my life. I was paid in my college fees and also used for purchased in dresses.,Last month i got increment in my office. i was so happy. That amount was very useful in my life. I was paid in my college fees and also used for purchased in dresses.,True,4,achievement,achievement,64032,amount college dress fees increment life office paid purchased
62529,739,24h,Yesterday evening i went for a movie with my best friend which is our favourite hero's movie. The hero's acting was really superb and its an thriller movie and we both enjoyed a lot.,Yesterday evening i went for a movie with my best friend which is our favourite hero's movie. The hero's acting was really superb and its an thriller movie and we both enjoyed a lot.,True,2,bonding,bonding,94930,act enjoyed evening favourite friend hero hero movie movie movie superb thriller
62530,739,24h,Today morning i had an surprise which was given by my parents. They bought a new bike for me. That is my favourite company and colour. I was ride on my bike. I feel like angel and its give me more happiness.,Today morning i had an surprise which was given by my parents. They bought a new bike for me. That is my favourite company and colour. I was ride on my bike. I feel like angel and its give me more happiness.,True,5,affection,affection,95925,angel bike bike bought colour company favourite feel happiness morning parents ride surprise
62533,739,24h,Yesterday my university result was came. I was very eager to know that. I saw the result and i was very happy. The result was positive to me.,Yesterday my university result was came. I was very eager to know that. I saw the result and i was very happy. The result was positive to me.,True,4,achievement,achievement,100203,eagerly positive results results results university
62592,2549,24h,I was called in for work that I enjoy.,I was called in for work that I enjoy.,True,1,achievement,achievement,25551,called enjoyed
62656,3149,3m,I purchased my schoolbooks for next semester a day ago.,I purchased my schoolbooks for next semester a day ago.,True,1,achievement,achievement,78135,day purchased schoolbooks semester
62658,3149,3m,I did well driving for the first time in a while.,I did well driving for the first time in a while.,True,1,achievement,achievement,80154,drive time
62677,4170,3m,Meeting my best friend from school days after 5 years,Meeting my best friend from school days after 5 years,True,1,bonding,bonding,78093,day friend meet school
62695,1519,3m,After my crush aggreed to go on a date with me.,After my crush agreed to go on a date with me.,False,1,affection,affection,44545,agreed crush date
62950,1590,24h,I watched Passengers movie on iTunes.,I watched Passengers movie on iTunes.,True,1,leisure,leisure,96512,itunes movie passengers watched
62951,1590,24h,I ordered a pepperoni pizza.,I ordered a pepperoni pizza.,True,1,enjoy_the_moment,enjoy_the_moment,97508,pepperoni pizza
63171,4630,24h,Eating for in cateen with friends,Eating for in nan with friends,False,1,bonding,bonding,19405,eat friend nan
63176,4630,3m,Reading the book which describes the evolution of humans,Reading the book which describes the evolution of humans,True,1,leisure,leisure,36923,book describe evolution human read
63323,2815,3m,Today I took a dog from the shelter.,Today I took a dog from the shelter.,True,1,affection,affection,38803,dog shelter
63426,10687,24h,Yesterday my boyfriend (for a little over a month) purchased bus tickets so that he could travel from Canada to the U.S. to visit me for a week.,Yesterday my boyfriend (for a little over a month) purchased bus tickets so that he could travel from Canada to the U.S. to visit me for a week.,True,1,affection,affection,19484,boyfriend bus canada purchased tickets travel visit
63488,1542,24h,Today I'm happy because we've gotten a dumpster to throw away things my grandmother hoarded.,Today I'm happy because we've gotten a dumpster to throw away things my grandmother hoarded.,True,1,achievement,achievement,21083,dumpster grandmother hoarded im throw weve
63505,1542,3m,yesterday my mother paid for my dinner,yesterday my mother paid for my dinner,True,1,affection,affection,67703,dinner mother paid
63624,888,24h,knowing that ill be traveling to china soon made me happy.,knowing that ill be traveling to china soon made me happy.,True,1,enjoy_the_moment,enjoy_the_moment,19508,china ill knowing travel
63626,888,24h,Eating pizza made me happy.,Eating pizza made me happy.,True,1,enjoy_the_moment,enjoy_the_moment,21101,eat pizza
63628,888,3m,nowing im going to travel to china soon,nowing im going to travel to china soon,True,1,leisure,leisure,30456,china im nowing travel
63674,5822,24h,"My son telling me ""bless you"" for the first time after I sneezed made me very happy.  He is only 2 and has never said it before.","My son telling me ""bless you"" for the first time after I sneezed made me very happy.  He is only 2 and has never said it before.",True,2,affection,affection,19512,blessed sneezed son telling time
63824,9053,24h,I came home from work to tortellini and cranberry juice on my desk prepared for me by my fiancee.,I came home from work to tortellini and cranberry juice on my desk prepared for me by my fiancee.,True,1,affection,affection,19545,cranberry desk fiancee home juice prepared tortellini
63866,2322,24h,My boyfriend came over with flowers for me.,My boyfriend came over with flowers for me.,True,1,affection,affection,19552,boyfriend flowers
63976,7720,24h,"The Cubs beat their division rival, Cardinals. I was texting my father throughout the game as he is a huge Cubs fan as well.","The Cubs beat their division rival, Cardinals. I was texting my father throughout the game as he is a huge Cubs fan as well.",True,2,affection,affection,21160,beat cardinals cubs cubs division fan father game huge rival text
64169,3862,3m,"My friend is an entertainer who recently got banned from the site he entertains on which is very sad, but unexpectedly the new site he is on is actually better and one of the best things that's happened to his career, hes even more entertaining now its amazing.","My friend is an entertainer who recently got banned from the site he entertains on which is very sad, but unexpectedly the new site he is on is actually better and one of the best things that's happened to his career, hes even more entertaining now its amazing.",True,1,bonding,bonding,60372,amazing banned career entertaining entertaining entertaining friend happened hes recently sad site site unexpected
